ISIN,Symbol,Name,Series,Instrument_ID,Symbol_NSE,Name_NSE,Symbol_BSE,Name_BSE,Series_BSE,BSE_Code
INE0CAZ01013,URBANCO,URBAN COMPANY LIMITED,BE,759086.0,URBANCO,URBAN COMPANY LIMITED,URBANCO,Urban Company Limited,B,544515.0
INE0CBM01019,USASEEDS,UPSURGE SEEDS OF AGRI LTD,SM,10610.0,USASEEDS,UPSURGE SEEDS OF AGRI LTD,,,,
INE0CCU25019,MINDSPACE,Mindspace Business Parks REIT,,,,,MINDSPACE,Mindspace Business Parks REIT,IF,543217.0
INE0CDK01019,MAKS,MAKS ENERGY SOL INDIA LTD,SM,11218.0,MAKS,MAKS ENERGY SOL INDIA LTD,,,,
INE0CFG01012,PRLIND,PREMIER ROADLINES LIMITED,SM,23764.0,PRLIND,PREMIER ROADLINES LIMITED,,,,
INE0CFH01028,RIKHAV,Rikhav Securities Limited,,,,,RIKHAV,Rikhav Securities Limited,M,544340.0
INE0CG401037,MUKKA,MUKKA PROTEINS LIMITED,BE,22981.0,MUKKA,MUKKA PROTEINS LIMITED,MUKKA,Mukka Proteins Limited,B,544135.0
INE0CG601016,MAXIND,MAX INDIA LIMITED,BE,22430.0,MAXIND,MAX INDIA LIMITED,MAXIND,Max India Limited,B,543223.0
INE0CG620016,MAXIND-RE,MAX INDIA LTD,BE,756891.0,MAXIND-RE,MAX INDIA LTD,,,,
INE0CHO01012,ADL,ARCHIDPLY DECOR LIMITED,BE,248.0,ADL,ARCHIDPLY DECOR LIMITED,,,,
INE0CJD01011,KMEW,KNOWLEDGE MARINE & EN W L,BE,27086.0,KMEW,KNOWLEDGE MARINE & EN W L,KMEW,Knowledge Marine & Engineering,B,543273.0
INE0CJF01024,WCIL,WESTERN CARRIERS (IND) L,BE,25405.0,WCIL,WESTERN CARRIERS (IND) L,WCIL,Western Carriers (India) Limit,B,544258.0
INE0CLI01024,RATEGAIN,RATEGAIN TRAVEL TECHN LTD,BE,7179.0,RATEGAIN,RATEGAIN TRAVEL TECHN LTD,RATEGAIN,RateGain Travel Technologies L,A,543417.0
INE0CPR01018,EKI,EKI Energy Services Limited,,,,,EKI,EKI Energy Services Limited,B,543284.0
INE0CQ101015,RCAN,Rajeshwari Cans Limited,,,,,RCAN,Rajeshwari Cans Limited,M,543285.0
INE0CQA01020,PRIMECAB,PRIME CABLE INDUSTRIES L,SM,759023.0,PRIMECAB,PRIME CABLE INDUSTRIES L,,,,
INE0CT101020,MOL,MEGHMANI ORGANICS LIMITED,BE,5396.0,MOL,MEGHMANI ORGANICS LIMITED,MOL,Meghmani Organics Limited,B,543331.0
INE0CU601026,GMRP&UI,GMR POW AND URBAN INFRA L,BE,8531.0,GMRP&UI,GMR POW AND URBAN INFRA L,GMRP&UI,GMR Power and Urban Infra Limi,A,543490.0
INE0CYK01015,PURPLEFIN,Purple Finance Limited,,,,,PURPLEFIN,Purple Finance Limited,X,544191.0
INE0CZ201020,ANTHEM,ANTHEM BIOSCIENCES LTD,BE,757887.0,ANTHEM,ANTHEM BIOSCIENCES LTD,ANTHEM,Anthem Biosciences Limited,B,544449.0
INE0D0K01022,SIGACHI,SIGACHI INDUSTRIES LTD,BE,6664.0,SIGACHI,SIGACHI INDUSTRIES LTD,SIGACHI,Sigachi Industries Limited,B,543389.0
INE0D0U01013,AAATECH,AAA TECHNOLOGIES LIMITED,BE,12542.0,AAATECH,AAA TECHNOLOGIES LIMITED,AAATECH,AAA TECHNOLOGIES LIMITED,B,543671.0
INE0D2I01014,EPBIO,EP BIOCOMPOSITES LIMITED,,,,,EPBIO,EP BIOCOMPOSITES LIMITED,M,543595.0
INE0D6701023,IPL,INDIA PESTICIDES LIMITED,BE,4939.0,IPL,INDIA PESTICIDES LIMITED,IPL,India Pesticides Limited,B,543311.0
INE0D6I01015,KSOLVES,KSOLVES INDIA LIMITED,SM,19087.0,KSOLVES,KSOLVES INDIA LIMITED,,,,
INE0D6I01023,KSOLVES,KSOLVES INDIA LIMITED,BE,11067.0,KSOLVES,KSOLVES INDIA LIMITED,KSOLVES,Ksolves India Limited,B,543599.0
INE0D7801012,MRP,MRP Agro Limited,,,,,MRP,MRP Agro Limited,M,543262.0
INE0DAB01012,RVTH,REVATHI EQUIPMENT INDIA L,BE,25159.0,RVTH,REVATHI EQUIPMENT INDIA L,RVTH,Revathi Equipment India Limite,B,544246.0
INE0DD101019,RAILTEL,RAILTEL CORP OF IND LTD,BE,2440.0,RAILTEL,RAILTEL CORP OF IND LTD,RAILTEL,RailTel Corporation of India L,A,543265.0
INE0DEZ01013,K2INFRA,K2 INFRAGEN LIMITED,SM,23459.0,K2INFRA,K2 INFRAGEN LIMITED,,,,
INE0DGC01025,SWASTIK,SWASTIK PIPE LIMITED,SM,11492.0,SWASTIK,SWASTIK PIPE LIMITED,,,,
INE0DHF01018,IPHL,INDIAN PHOSPHATE LIMITED,SM,25033.0,IPHL,INDIAN PHOSPHATE LIMITED,,,,
INE0DK501011,PPLPHARMA,PIRAMAL PHARMA LIMITED,BE,11574.0,PPLPHARMA,PIRAMAL PHARMA LIMITED,PPLPHARMA,PIRAMAL PHARMA LIMITED,A,543635.0
INE0DK520011,PLPHAR-RE,PIRAMAL PHARMA LIMITED,BE,17753.0,PLPHAR-RE,PIRAMAL PHARMA LIMITED,,,,
INE0DM401012,SHRIAHIMSA,SHRI AHIMSA NATURALS LTD,SM,756406.0,SHRIAHIMSA,SHRI AHIMSA NATURALS LTD,,,,
INE0DN001027,ASARFI,ASARFI HOSPITAL LIMITED,,,,,ASARFI,ASARFI HOSPITAL LIMITED,M,543943.0
INE0DNW01011,FAIRCHEMOR,FAIRCHEM ORGANICS LIMITED,BE,1619.0,FAIRCHEMOR,FAIRCHEM ORGANICS LIMITED,FAIRCHEMOR,Fairchem Organics Limited,B,543252.0
INE0DQN01013,NISUS,NISUS FINANCE SERVICES CO LIMI,,,,,NISUS,NISUS FINANCE SERVICES CO LIMI,M,544296.0
INE0DSF01015,NURECA,NURECA LIMITED,BE,2353.0,NURECA,NURECA LIMITED,NURECA,Nureca Limited,B,543264.0
INE0DTQ01028,LLOYDS,LLOYDS LUXURIES LIMITED,SM,11472.0,LLOYDS,LLOYDS LUXURIES LIMITED,,,,
INE0DUT01020,INNOVACAP,INNOVA CAPTAB LIMITED,BE,21064.0,INNOVACAP,INNOVA CAPTAB LIMITED,INNOVACAP,INNOVA CAPTAB LIMITED,B,544067.0
INE0DYJ01015,SYRMA,SYRMA SGS TECHNOLOGY LTD,BE,10796.0,SYRMA,SYRMA SGS TECHNOLOGY LTD,SYRMA,Syrma SGS Technology Limited,A,543573.0
INE0DZ101013,SABAR,SABAR FLEX INDIA LIMITED,SM,10982.0,SABAR,SABAR FLEX INDIA LIMITED,,,,
INE0DZ701010,DYNAMIC,DYNAMIC SRVCS & SEC LTD,SM,6079.0,DYNAMIC,DYNAMIC SRVCS & SEC LTD,,,,
INE0DZD01015,HMEML,H.M. ELECTRO MECH LIMITED,,,,,HMEML,H.M. ELECTRO MECH LIMITED,M,544349.0
INE0E2801015,GMPL,G M Polyplast Limited,,,,,GMPL,G M Polyplast Limited,M,543239.0
INE0E4I01027,ASCENSIVE,Ascensive Educare Limited,,,,,ASCENSIVE,Ascensive Educare Limited,MS,543443.0
INE0EAS01014,CONNPLEX,CONNPLEX CINEMAS LIMITED,SM,758453.0,CONNPLEX,CONNPLEX CINEMAS LIMITED,,,,
INE0ECC01022,MAXPOSURE,MAXPOSURE LIMITED,SM,21691.0,MAXPOSURE,MAXPOSURE LIMITED,,,,
INE0ECP01024,HMAAGRO,HMA AGRO INDUSTRIES LTD,BE,17061.0,HMAAGRO,HMA AGRO INDUSTRIES LTD,HMAAGRO,HMA Agro Industries Limited,B,543929.0
INE0EEJ01015,BTML,BODHI TREE MULTIMEDIA LTD,SM,686.0,BTML,BODHI TREE MULTIMEDIA LTD,,,,
INE0EEJ01023,BTML,BODHI TREE MULTIMEDIA LTD,BE,14152.0,BTML,BODHI TREE MULTIMEDIA LTD,BTML,BODHI TREE MULTIMEDIA LIMITED,B,543767.0
INE0EEJ20015,BTML-RE,BODHI TREE MULTIMEDIA LTD,SM,9479.0,BTML-RE,BODHI TREE MULTIMEDIA LTD,,,,
INE0EEJ20023,BTML-RE1,BODHI TREE MULTIMEDIA LTD,BE,755866.0,BTML-RE1,BODHI TREE MULTIMEDIA LTD,,,,
INE0EK901012,TARC,TARC LIMITED,BE,1586.0,TARC,TARC LIMITED,TARC,TARC LIMITED,B,543249.0
INE0EO401019,ROYALARC,ROYAL ARC ELECTRODES LTD,SM,29727.0,ROYALARC,ROYAL ARC ELECTRODES LTD,,,,
INE0F3301020,SJLOGISTIC,S J LOGISTICS (INDIA) LTD,SM,20542.0,SJLOGISTIC,S J LOGISTICS (INDIA) LTD,,,,
INE0FDU25010,BIRET,Brookfield India Real Estate T,,,,,BIRET,Brookfield India Real Estate T,IF,543261.0
INE0FFK01017,NPST,NETWORK PEOPLE SRV TECH L,BE,756326.0,NPST,NETWORK PEOPLE SRV TECH L,NPST,Network People Services Techno,B,544396.0
INE0FHS01024,DEEPINDS,DEEP INDUSTRIES LIMITED,BE,3298.0,DEEPINDS,DEEP INDUSTRIES LIMITED,DEEPINDS,Deep Industries Limited,B,543288.0
INE0FK501019,INDOBELL,Indobell Insulations Limited,,,,,INDOBELL,Indobell Insulations Limited,M,544334.0
INE0FLF01015,NIKITA,NIKITA PAPERS LIMITED,SM,758178.0,NIKITA,NIKITA PAPERS LIMITED,,,,
INE0FLR01028,IWEL,INOX WIND ENERGY LIMITED,BE,3788.0,IWEL,INOX WIND ENERGY LIMITED,,,,
INE0FMW01018,QMSMEDI,QMS MEDICAL ALLIED S LTD,SM,11467.0,QMSMEDI,QMS MEDICAL ALLIED S LTD,,,,
INE0FMW20018,QMSMEDI-RE,QMS MEDI LTD,SM,758897.0,QMSMEDI-RE,QMS MEDI LTD,,,,
INE0FMZ01045,SHREEREF,SHREE REFRIGERATIONS LIMITED,,,,,SHREEREF,SHREE REFRIGERATIONS LIMITED,M,544458.0
INE0FPO01018,PHOGLOBAL,PHOENIX OVERSEAS LIMITED,SM,25513.0,PHOGLOBAL,PHOENIX OVERSEAS LIMITED,,,,
INE0FRK01020,MOTISONS,MOTISONS JEWELLERS LTD,BE,20789.0,MOTISONS,MOTISONS JEWELLERS LTD,MOTISONS,Motisons Jewellers Limited,B,544053.0
INE0FS801015,MSUMI,MOTHERSON SUMI WRNG IND L,BE,8598.0,MSUMI,MOTHERSON SUMI WRNG IND L,MSUMI,Motherson Sumi Wiring India Li,A,543498.0
INE0FW001016,MARKOLINES,Markolines Pavement Technologi,,,,,MARKOLINES,Markolines Pavement Technologi,B,543364.0
INE0G0V01018,ADJIA,Adjia Technologies Limited,,,,,ADJIA,Adjia Technologies Limited,MS,543269.0
INE0G1D01014,MEGAFLEX,MEGA FLEX PLASTICS LTD,SM,10971.0,MEGAFLEX,MEGA FLEX PLASTICS LTD,,,,
INE0G1L01017,LEMERITE,LE MERITE EXPORTS LIMITED,SM,9372.0,LEMERITE,LE MERITE EXPORTS LIMITED,,,,
INE0G2G01015,WALPAR,WALPAR NUTRITIONS LIMITED,SM,5013.0,WALPAR,WALPAR NUTRITIONS LIMITED,,,,
INE0G5901015,EPACK,EPACK DURABLE LIMITED,BE,22465.0,EPACK,EPACK DURABLE LIMITED,EPACK,EPACK Durable Limited,B,544095.0
INE0GAO01018,PREVEST,Prevest Denpro Limited,,,,,PREVEST,Prevest Denpro Limited,M,543363.0
INE0GD201014,SAMOR,Samor Reality Limited,,,,,SAMOR,Samor Reality Limited,B,543376.0
INE0GEN01012,SWANAGRO,New Swan Multitech Limited,,,,,SWANAGRO,New Swan Multitech Limited,M,544082.0
INE0GFE01026,EXXARO,EXXARO TILES LIMITED,BE,5353.0,EXXARO,EXXARO TILES LIMITED,EXXARO,Exxaro Tiles Limited,B,543327.0
INE0GGO01015,KRISHIVAL,KRISHIVAL FOODS LIMITED,BE,756784.0,KRISHIVAL,KRISHIVAL FOODS LIMITED,KRISHIVAL,KRISHIVAL FOODS LIMITED,T,544416.0
INE0GGX23010,PGINVIT,POWERGRID Infrastructure Inves,,,,,PGINVIT,POWERGRID Infrastructure Inves,IF,543290.0
INE0GIU01018,UMAEXPORTS,UMA EXPORTS LIMITED,BE,8845.0,UMAEXPORTS,UMA EXPORTS LIMITED,UMAEXPORTS,Uma Exports Limited,T,543513.0
INE0GK401011,TATVA,TATVA CHIN PHARM CHEM LTD,BE,5165.0,TATVA,TATVA CHIN PHARM CHEM LTD,TATVA,Tatva Chintan Pharma Chem Limi,B,543321.0
INE0GMR01016,SWARAJ,SWARAJ SUITING LIMITED,SM,8608.0,SWARAJ,SWARAJ SUITING LIMITED,,,,
INE0GN101014,DKEGL,D K ENTERPRISES GLOBAL L,SM,6249.0,DKEGL,D K ENTERPRISES GLOBAL L,,,,
INE0GOJ01027,QUADPRO,QUADPRO ITES LIMITED,SM,5870.0,QUADPRO,QUADPRO ITES LIMITED,,,,
INE0GSL01024,HPAL,HP ADHESIVES LIMITED,BE,7380.0,HPAL,HP ADHESIVES LIMITED,HPAL,HP Adhesives Limited,B,543433.0
INE0GTX01019,PGCRL,Pearl Green Clubs and Resorts,,,,,PGCRL,Pearl Green Clubs and Resorts,MT,543540.0
INE0GV601021,ALLTIME,ALL TIME PLASTICS LIMITED,BE,758450.0,ALLTIME,ALL TIME PLASTICS LIMITED,ALLTIME,ALL TIME PLASTICS LIMITED,B,544479.0
INE0GXK01018,VMARCIND,V MARC INDIA LIMITED,SM,3188.0,VMARCIND,V MARC INDIA LIMITED,,,,
INE0GYI01028,HSIL,Hemant Surgical Industries Lim,,,,,HSIL,Hemant Surgical Industries Lim,MT,543916.0
INE0H4B01011,LRRPL,LEAD REC AND RUB PROD LTD,SM,14204.0,LRRPL,LEAD REC AND RUB PROD LTD,,,,
INE0H5O01029,WINDLAS,WINDLAS BIOTECH LIMITED,BE,5369.0,WINDLAS,WINDLAS BIOTECH LIMITED,WINDLAS,Windlas Biotech Limited,B,543329.0
INE0H8H01019,CWD,CWD Limited,,,,,CWD,CWD Limited,TS,543378.0
INE0H8L08016,1025NBFS27,NBFSPL-10.25%-02-03-27-PVT,,,,,1025NBFS27,NBFSPL-10.25%-02-03-27-PVT,F,977075.0
INE0H9P01028,ARISINFRA,ARISINFRA SOLUTIONS LTD,BE,757616.0,ARISINFRA,ARISINFRA SOLUTIONS LTD,ARISINFRA,ArisInfra Solutions Limited,B,544419.0
INE0HKW01018,PRECISION,PRECISION METALIKS LTD,SM,7950.0,PRECISION,PRECISION METALIKS LTD,,,,
INE0HLJ01013,SVRL,Shri Venkatesh Refineries Limi,,,,,SVRL,Shri Venkatesh Refineries Limi,M,543373.0
INE0HLU01028,MOBIKWIK,ONE MOBIKWIK SYSTEMS LTD,BE,28058.0,MOBIKWIK,ONE MOBIKWIK SYSTEMS LTD,MOBIKWIK,One Mobikwik Systems Limited,B,544305.0
INE0HMF01019,TRACXN,TRACXN TECHNOLOGIES LTD,BE,11585.0,TRACXN,TRACXN TECHNOLOGIES LTD,TRACXN,Tracxn Technologies Limited,B,543638.0
INE0HPK01020,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,SM,5457.0,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,,,,
INE0HPK20012,DUDIG-RE,DUDIGITAL GLOBAL LIMITED,SM,19010.0,DUDIG-RE,DUDIGITAL GLOBAL LIMITED,,,,
INE0HQI01014,BEWLTD,BEW ENGINEERING LIMITED,SM,5662.0,BEWLTD,BEW ENGINEERING LIMITED,,,,
INE0HR601026,DDEVPLSTIK,DDEV PLASTIKS IND LTD,BE,29101.0,DDEVPLSTIK,DDEV PLASTIKS IND LTD,DDEVPLSTIK,DDEV PLASTIKS INDUSTRIES LIMIT,B,543547.0
INE0HS001028,COOLCAPS,COOL CAPS INDUSTRIES LTD,SM,8560.0,COOLCAPS,COOL CAPS INDUSTRIES LTD,,,,
INE0HS020010,COOLCAP-RE,COOL CAPS INDUSTRIES LTD,SM,759928.0,COOLCAP-RE,COOL CAPS INDUSTRIES LTD,,,,
INE0HSD01011,FABCLEAN,FABTECH TECHNOLOGIES CLEANROOM,,,,,FABCLEAN,FABTECH TECHNOLOGIES CLEANROOM,MT,544332.0
INE0HV901016,IXIGO,LE TRAVENUES TECHNOLOGY L,BE,24069.0,IXIGO,LE TRAVENUES TECHNOLOGY L,IXIGO,Le Travenues Technology Limite,B,544192.0
INE0I0M01023,PRABHA,PRABHA ENERGY LIMITED,BE,30136.0,PRABHA,PRABHA ENERGY LIMITED,PRABHA,Prabha Energy Limited,B,544379.0
INE0I0T01010,VOEPL,Virtuoso Optoelectronics Limit,,,,,VOEPL,Virtuoso Optoelectronics Limit,M,543597.0
INE0I3401014,DBOL,DHAMPUR BIO ORGANICS LTD,BE,10895.0,DBOL,DHAMPUR BIO ORGANICS LTD,DBOL,Dhampur Bio Organics Limited,B,543593.0
INE0I3H01019,VELS,VELS FILM INTERNATIONAL L,SM,14590.0,VELS,VELS FILM INTERNATIONAL L,,,,
INE0I3Y01014,BMETRICS,BOMBAY METRICS S C LTD,SM,6052.0,BMETRICS,BOMBAY METRICS S C LTD,,,,
INE0I7C01011,LATENTVIEW,LATENT VIEW ANALYTICS LTD,BE,6822.0,LATENTVIEW,LATENT VIEW ANALYTICS LTD,LATENTVIEW,Latent View Analytics Limited,A,543398.0
INE0I7D01019,FOCE,FOCE INDIA LIMITED,SM,7385.0,FOCE,FOCE INDIA LIMITED,,,,
INE0IA701014,VIVO,VIVO COLLAB SOLUTIONS LTD,SM,7610.0,VIVO,VIVO COLLAB SOLUTIONS LTD,,,,
INE0ID001024,VEERKRUPA,Veerkrupa Jewellers Limited,,,,,VEERKRUPA,Veerkrupa Jewellers Limited,MT,543545.0
INE0IGO01011,DESTINY,DESTINY LOGISTICS & I LTD,SM,6087.0,DESTINY,DESTINY LOGISTICS & I LTD,,,,
INE0IGO20011,DESTIN-RE,DESTINY LOGISTICS & I LTD,SM,14060.0,DESTIN-RE,DESTINY LOGISTICS & I LTD,,,,
INE0IJF01013,SELLOWRAP,SELLOWRAP INDUSTRIES LTD,SM,757982.0,SELLOWRAP,SELLOWRAP INDUSTRIES LTD,,,,
INE0IJY01014,TIMESCAN,TIMESCAN LOGISTICS IND L,SM,7800.0,TIMESCAN,TIMESCAN LOGISTICS IND L,,,,
INE0INJ01017,PLAZACABLE,PLAZA WIRES LIMITED,BE,19461.0,PLAZACABLE,PLAZA WIRES LIMITED,PLAZACABLE,Plaza Wires Limited,B,544003.0
INE0INX01018,AEGISVOPAK,AEGIS VOPAK TERMINALS LTD,BE,757338.0,AEGISVOPAK,AEGIS VOPAK TERMINALS LTD,AEGISVOPAK,AEGIS VOPAK TERMINALS LIMITED,B,544407.0
INE0IQ001011,VERANDA,VERANDA LEARNING SOL LTD,BE,8904.0,VERANDA,VERANDA LEARNING SOL LTD,VERANDA,Veranda Learning Solutions Lim,B,543514.0
INE0ISZ01012,ZTECH,Z-TECH (INDIA) LIMITED,SM,23976.0,ZTECH,Z-TECH (INDIA) LIMITED,,,,
INE0ITO01014,ESFL,ESSEN SPECIALITY FILMS L,SM,17084.0,ESFL,ESSEN SPECIALITY FILMS L,,,,
INE0IX101010,DATAPATTNS,DATA PATTERNS INDIA LTD,BE,7367.0,DATAPATTNS,DATA PATTERNS INDIA LTD,DATAPATTNS,Data Patterns (India) Limited,A,543428.0
INE0J0B01017,KOTYARK,KOTYARK INDUSTRIES LTD,SM,6441.0,KOTYARK,KOTYARK INDUSTRIES LTD,,,,
INE0J1E01027,KCK,KCK INDUSTRIES LTD,SM,10293.0,KCK,KCK INDUSTRIES LTD,,,,
INE0J1F01024,RPTECH,RASHI PERIPHERALS LIMITED,BE,22672.0,RPTECH,RASHI PERIPHERALS LIMITED,RPTECH,Rashi Peripherals Limited,B,544119.0
INE0J1P01015,RICHA,RICHA INFO SYSTEMS LTD,SM,8208.0,RICHA,RICHA INFO SYSTEMS LTD,,,,
INE0J1Y01017,LICI,LIFE INSURA CORP OF INDIA,BE,9482.0,LICI,LIFE INSURA CORP OF INDIA,LICI,LIFE INSURANCE CORPORATION OF,A,543526.0
INE0J2K01014,GLHRL,Global Longlife Hospital and R,,,,,GLHRL,Global Longlife Hospital and R,M,543520.0
INE0J5401028,HONASA,HONASA CONSUMER LIMITED,BE,19815.0,HONASA,HONASA CONSUMER LIMITED,HONASA,Honasa Consumer Limited,A,544014.0
INE0J5601015,KRISHNADEF,KRISHNA DEF AND ALD IND L,SM,8782.0,KRISHNADEF,KRISHNA DEF AND ALD IND L,,,,
INE0J5801029,JSLL,JEENA SIKHO LIFECARE LTD,BE,758117.0,JSLL,JEENA SIKHO LIFECARE LTD,JSLL,Jeena Sikho Lifecare Limited,B,544476.0
INE0J6801010,KORE,JAY JALARAM TECHNO LTD,SM,10889.0,KORE,JAY JALARAM TECHNO LTD,,,,
INE0J6L01013,NIDAN,NIDAN LABS AND HEALTH LTD,SM,6592.0,NIDAN,NIDAN LABS AND HEALTH LTD,,,,
INE0JA001018,VENUSPIPES,VENUS PIPES & TUBES LTD,BE,9593.0,VENUSPIPES,VENUS PIPES & TUBES LTD,VENUSPIPES,Venus Pipes & Tubes Limited,A,543528.0
INE0JEI23010,ROADSTAR,ROADSTAR INFRA INVESTMENT TRUS,,,,,ROADSTAR,ROADSTAR INFRA INVESTMENT TRUS,IF,544374.0
INE0JFE01012,OMNIPOTENT,Omnipotent Industries Limited,,,,,OMNIPOTENT,Omnipotent Industries Limited,M,543400.0
INE0JFJ01011,BAWEJA,BAWEJA STUDIOS LIMITED,SM,22571.0,BAWEJA,BAWEJA STUDIOS LIMITED,,,,
INE0JHH01011,DOLLEX,DOLLEX AGROTECH LIMITED,SM,13323.0,DOLLEX,DOLLEX AGROTECH LIMITED,,,,
INE0JHH20011,DOLLEX-RE,DOLLEX AGROTECH LTD,SM,757028.0,DOLLEX-RE,DOLLEX AGROTECH LTD,,,,
INE0JM501013,NRL,NUPUR RECYCLERS LIMITED,BE,13680.0,NRL,NUPUR RECYCLERS LIMITED,,,,
INE0JNB01012,NATURO,NATURO INDIABULL LIMITED,,,,,NATURO,NATURO INDIABULL LIMITED,MT,543579.0
INE0JO301016,YATHARTH,YATHARTH HOSP & TRA C S L,BE,17740.0,YATHARTH,YATHARTH HOSP & TRA C S L,YATHARTH,YATHARTH HOSPITAL & TRAUMA CAR,A,543950.0
INE0JOO01021,CLOUD,VARANIUM CLOUD LIMITED,SM,11179.0,CLOUD,VARANIUM CLOUD LIMITED,,,,
INE0JOO20013,CLOUD-RE,VARANIUM CLOUD LIMITED,SM,18793.0,CLOUD-RE,VARANIUM CLOUD LIMITED,,,,
INE0JPD01013,SANATHAN,SANATHAN TEXTILES LIMITED,BE,28807.0,SANATHAN,SANATHAN TEXTILES LIMITED,SANATHAN,Sanathan Textiles Limited,B,544314.0
INE0JQS01019,TECHERA,TECHERA ENGINEER (IND) L,SM,25652.0,TECHERA,TECHERA ENGINEER (IND) L,,,,
INE0JR301013,MADHAVBAUG,VAIDYA SANE AYUR LAB LTD,SM,8259.0,MADHAVBAUG,VAIDYA SANE AYUR LAB LTD,,,,
INE0JR601024,YATRA,YATRA ONLINE LIMITED,BE,18764.0,YATRA,YATRA ONLINE LIMITED,YATRA,YATRA ONLINE LIMITED,B,543992.0
INE0JRD01019,DTL,DIENSTEN TECH LIMITED,SM,24313.0,DTL,DIENSTEN TECH LIMITED,,,,
INE0JS101016,DREAMFOLKS,DREAMFOLKS SERVICES LTD,BE,10862.0,DREAMFOLKS,DREAMFOLKS SERVICES LTD,DREAMFOLKS,DREAMFOLKS SERVICES LIMITED,T,543591.0
INE0JSJ01014,SPITZE,Maruti Interior Products Limit,,,,,SPITZE,Maruti Interior Products Limit,M,543464.0
INE0JSX01015,GSLSU,GLOBAL SURFACES LIMITED,BE,14603.0,GSLSU,GLOBAL SURFACES LIMITED,GSLSU,Global Surfaces Limited,B,543829.0
INE0JUS01029,HARSHA,HARSHA ENGINEERS INT LTD,BE,11167.0,HARSHA,HARSHA ENGINEERS INT LTD,HARSHA,Harsha Engineers International,B,543600.0
INE0JVD01011,EVOQ,Evoq Remedies Limited,,,,,EVOQ,Evoq Remedies Limited,M,543500.0
INE0JVO01026,GARUDA,GARUDA CONSTRUCT N ENG L,BE,25802.0,GARUDA,GARUDA CONSTRUCT N ENG L,GARUDA,Garuda Construction and Engine,B,544271.0
INE0JW501011,SPRL,SP REFRACTORIES LIMITED,SM,8521.0,SPRL,SP REFRACTORIES LIMITED,,,,
INE0JWS01017,VALIANTLAB,VALIANT LABORATORIES LTD,BE,19220.0,VALIANTLAB,VALIANT LABORATORIES LTD,VALIANTLAB,Valiant Laboratories Limited,B,543998.0
INE0JWS20017,VALIANT-RE,VALIANT LABORATORIES LTD,BE,757697.0,VALIANT-RE,VALIANT LABORATORIES LTD,,,,
INE0JWV01011,DENEERS,DE NEERS TOOLS LIMITED,SM,15449.0,DENEERS,DE NEERS TOOLS LIMITED,,,,
INE0JYY01011,MWL,MANGALAM WORLDWIDE LTD,BE,759171.0,MWL,MANGALAM WORLDWIDE LTD,,,,
INE0JZA01018,SONUINFRA,SONU INFRATECH LIMITED,SM,9458.0,SONUINFRA,SONU INFRATECH LIMITED,,,,
INE0K0Y08011,0MCIBPL27,MCIBPL-ZC-05-08-27-PVT,,,,,0MCIBPL27,MCIBPL-ZC-05-08-27-PVT,F,976985.0
INE0K4D01020,QUICKTOUCH,QUICKTOUCH TECHNOLOGIES L,SM,15285.0,QUICKTOUCH,QUICKTOUCH TECHNOLOGIES L,,,,
INE0K5F01014,DHYAANITR,DHYAANI TRADEVENTTURES LIMITED,,,,,DHYAANITR,DHYAANI TRADEVENTTURES LIMITED,M,543516.0
INE0K5H01010,SADHAV,SADHAV SHIPPING LIMITED,SM,22897.0,SADHAV,SADHAV SHIPPING LIMITED,,,,
INE0K6601012,TGL,TEERTH GOPICON LIMITED,SM,23526.0,TGL,TEERTH GOPICON LIMITED,,,,
INE0K6L01010,GOEL,Goel Food Products Limited,,,,,GOEL,Goel Food Products Limited,M,543538.0
INE0KBH01020,BLUEJET,BLUE JET HEALTHCARE LTD,BE,19688.0,BLUEJET,BLUE JET HEALTHCARE LTD,BLUEJET,Blue Jet Healthcare Limited,B,544009.0
INE0KCE01017,EUREKAFORB,EUREKA FORBES LIMITED,BE,25165.0,EUREKAFORB,EUREKA FORBES LIMITED,EUREKAFORB,Eureka Forbes Limited,A,543482.0
INE0KCM01010,EKENNIS,Ekennis Software Service Limit,,,,,EKENNIS,Ekennis Software Service Limit,MT,543475.0
INE0KFF01017,EFACTOR,E FACTOR EXPERIENCES LTD,SM,19267.0,EFACTOR,E FACTOR EXPERIENCES LTD,,,,
INE0KGZ01021,SIGNPOST,SIGNPOST INDIA LIMITED,BE,22658.0,SIGNPOST,SIGNPOST INDIA LIMITED,SIGNPOST,Signpost India Limited,B,544117.0
INE0KKN01029,RHETAN,RHETAN TMT LIMITED,BE,759065.0,RHETAN,RHETAN TMT LIMITED,RHETAN,Rhetan TMT Limited,B,543590.0
INE0KL801015,DCXINDIA,DCX SYSTEMS LIMITED,BE,11898.0,DCXINDIA,DCX SYSTEMS LIMITED,DCXINDIA,DCX Systems Limited,B,543650.0
INE0KLO01025,ACTIVEINFR,ACTIVE INFRASTRUCTURES L,SM,30464.0,ACTIVEINFR,ACTIVE INFRASTRUCTURES L,,,,
INE0KN201016,INDONG,INDONG TEA COMPANY LIMITED,,,,,INDONG,INDONG TEA COMPANY LIMITED,M,543769.0
